Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4189,CA-2017-112536,5/18/2017,5/23/2017,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,89.28,20,0.2,6.696
4190,CA-2016-157714,9/26/2016,10/1/2016,Second Class,CS-12175,Charles Sheldon,Corporate,United States,Iowa City,Iowa,52240,Central,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),99.9,10,0.0,44.955
4191,CA-2017-166709,11/17/2017,11/22/2017,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Newark,Delaware,19711,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,104999.7,30,0.0,50399.856
4192,CA-2015-129392,7/8/2015,7/8/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,211.20000000000002,50,0.2,66.0
4193,CA-2015-150875,11/16/2015,11/20/2015,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,6964.2,20,0.0,1601.766
4194,CA-2015-150875,11/16/2015,11/20/2015,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,3047.76,30,0.2,228.582
4195,CA-2015-154200,6/18/2015,6/22/2015,Standard Class,BG-11740,Bruce Geld,Consumer,United States,San Diego,California,92105,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",519.8,20,0.0,150.742
4196,CA-2016-124233,4/8/2016,4/14/2016,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",247.0,50,0.0,103.74000000000001
4197,US-2015-134271,4/18/2015,4/23/2015,Second Class,RF-19735,Roland Fjeld,Consumer,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,219.3,30,0.0,103.071
4198,US-2016-161683,12/3/2016,12/8/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,3948.16,40,0.2,937.688
4199,US-2016-161683,12/3/2016,12/8/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",181.92000000000002,40,0.7,-145.536
4200,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,73.1,10,0.0,34.357
4201,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,7999.84,20,0.2,2499.95
4202,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",412.8,60,0.0,189.888
4203,CA-2015-143105,12/10/2015,12/10/2015,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,1846.6,70,0.0,849.436
4204,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,492.5,50,0.0,187.15
4205,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",101.6,20,0.0,47.751999999999995
4206,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",147.6,20,0.0,42.804
4207,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,340.79999999999995,20,0.0,156.768
4208,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,176.70000000000002,30,0.0,77.748
4209,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,16049.0,50,0.0,4814.700000000001
4210,CA-2014-145387,10/31/2014,11/2/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",3856.8599999999997,10,0.3,-606.078
4211,CA-2017-109715,12/9/2017,12/14/2017,Standard Class,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,159.84,20,0.2,49.95
4212,CA-2014-166457,5/5/2014,5/9/2014,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",94.2,30,0.0,42.39
4213,CA-2014-166457,5/5/2014,5/9/2014,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,65.6,20,0.0,19.024
4214,CA-2014-166457,5/5/2014,5/9/2014,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,245.6,20,0.0,115.432
4215,CA-2016-164637,3/4/2016,3/8/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,46544,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",1284.0,30,0.0,642.0
4216,CA-2014-103590,11/30/2014,12/4/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,622.8,40,0.0,292.716
4217,CA-2015-111234,2/18/2015,2/22/2015,Standard Class,AB-10600,Ann Blume,Corporate,United States,Los Angeles,California,90004,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,92.4,30,0.0,44.352000000000004
4218,CA-2017-149881,4/1/2017,4/3/2017,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",4826.639999999999,80,0.15,851.76
4219,CA-2017-149881,4/1/2017,4/3/2017,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,47999.840000000004,20,0.2,3599.9880000000003
4220,CA-2017-134565,6/11/2017,6/13/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,379.4,20,0.0,182.11200000000002
4221,CA-2017-134565,6/11/2017,6/13/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",182.88,60,0.2,66.29400000000001
4222,CA-2017-134565,6/11/2017,6/13/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,3858.0,50,0.2,1302.075
4223,CA-2017-134565,6/11/2017,6/13/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",1029.6,20,0.0,10.296000000000001
4224,CA-2017-134565,6/11/2017,6/13/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1744.1999999999998,30,0.0,418.60799999999995
4225,CA-2016-108644,9/30/2016,10/3/2016,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",19.64,20,0.8,-32.406
4226,US-2014-102631,12/13/2014,12/17/2014,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,944.28,30,0.6,-424.92600000000004
4227,CA-2017-120327,11/11/2017,11/16/2017,Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",459.20000000000005,40,0.0,215.824
4228,CA-2015-154970,1/5/2015,1/10/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,615.84,10,0.2,-69.28200000000001
4229,CA-2016-113803,3/24/2016,3/26/2016,First Class,VG-21805,Vivek Grady,Corporate,United States,Richmond,Indiana,47374,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",224.8,10,0.0,103.408
4230,CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3320.28,90,0.6,-3486.294
4231,CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",113.94,90,0.8,-176.60699999999997
4232,CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,155.51999999999998,30,0.2,56.376
4233,CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,311.03999999999996,60,0.2,112.752
4234,CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,63.16,10,0.8,-104.214
4235,CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",113.52000000000001,30,0.2,41.150999999999996
4236,CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,208.07999999999998,90,0.2,70.227
4237,CA-2016-162404,7/23/2016,7/27/2016,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",114.16,40,0.8,-188.364
4238,CA-2017-104024,8/29/2017,9/3/2017,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001972,Office Supplies,Art,Newell 323,94.08,70,0.2,7.056
4239,CA-2017-147144,3/26/2017,3/28/2017,First Class,MZ-17335,Maria Zettner,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",198.29999999999998,10,0.0,59.489999999999995
4240,CA-2017-158673,12/29/2017,1/4/2018,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,2097.0,20,0.0,1006.5600000000001
4241,CA-2014-133704,9/20/2014,9/26/2014,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,439.20000000000005,40,0.0,118.584
4242,CA-2014-133704,9/20/2014,9/26/2014,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,202.32,30,0.2,65.754
4243,CA-2016-159142,4/4/2016,4/5/2016,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,1499.7,30,0.0,59.988
4244,CA-2016-159142,4/4/2016,4/5/2016,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",278.09999999999997,30,0.0,130.707
4245,CA-2014-138436,3/26/2014,3/30/2014,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,663.0,30,0.0,86.19
4246,CA-2017-117702,11/28/2017,12/4/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,16.4,10,0.0,7.38
4247,CA-2017-117702,11/28/2017,12/4/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,10492.0,50,0.0,2727.9199999999996
4248,CA-2017-117702,11/28/2017,12/4/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",209.0,50,0.0,75.24
4249,CA-2016-157336,12/1/2016,12/5/2016,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",880.8,60,0.0,405.168
4250,CA-2016-157336,12/1/2016,12/5/2016,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,7519.2,40,0.0,1503.84
4251,CA-2014-168130,9/19/2014,9/19/2014,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,8871.029999999999,70,0.1,1774.2060000000001
4252,CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,559.44,70,0.2,-132.867
4253,CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,106.88000000000001,20,0.2,22.712
4254,CA-2015-155068,10/23/2015,10/23/2015,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",118.24,20,0.2,10.346
4255,CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,633.12,30,0.2,205.764
4256,CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,967.84,40,0.8,-1451.7599999999998
4257,CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,104.76,30,0.6,-68.094
4258,CA-2015-101924,9/4/2015,9/9/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",97.62,20,0.7,-68.334
4259,CA-2016-124793,3/14/2016,3/16/2016,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1967.84,20,0.2,-221.382
4260,CA-2017-118367,10/28/2017,11/2/2017,Second Class,LO-17170,Lori Olson,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",479.79999999999995,20,0.0,239.89999999999998
4261,CA-2017-164819,10/15/2017,10/19/2017,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,130.5,50,0.0,60.03
4262,CA-2017-158344,8/7/2017,8/11/2017,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,56560,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,639.6,40,0.0,198.276
4263,CA-2017-123351,9/21/2017,9/25/2017,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Columbus,Georgia,31907,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,804.8000000000001,10,0.0,241.44
4264,CA-2017-110429,11/3/2017,11/8/2017,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",116.73,30,0.7,-77.82
4265,US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,8631.28,80,0.3,-1602.952
4266,US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,35.64,30,0.8,-62.370000000000005
4267,US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,9566.648000000001,70,0.32,-2250.976
4268,US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,125.88,30,0.8,-201.408
4269,US-2016-131611,11/5/2016,11/9/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,1719.6000000000001,50,0.2,451.395
4270,US-2017-124821,6/25/2017,6/29/2017,Second Class,AM-10705,Anne McFarland,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",8714.0,40,0.0,1481.38
4271,CA-2015-166975,11/26/2015,11/30/2015,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,6924.719999999999,110,0.2,1904.298
4272,CA-2016-123806,11/24/2016,11/27/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Baltimore,Maryland,21215,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",2077.6,40,0.0,851.816
4273,US-2017-158505,7/21/2017,7/21/2017,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,719.28,90,0.2,62.937000000000005
4274,US-2017-158505,7/21/2017,7/21/2017,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",259.9,10,0.0,75.371
4275,CA-2015-142692,10/23/2015,10/28/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,35.92,10,0.2,11.225000000000001
4276,CA-2015-123456,7/9/2015,7/13/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",486.32,20,0.8,-1215.8
4277,CA-2017-151358,8/18/2017,8/22/2017,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,3231.0,20,0.0,613.89
4278,US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",90999.3,70,0.0,23659.818
4279,US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,99.60000000000001,20,0.0,32.868
4280,US-2016-107440,4/16/2016,4/20/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,253.0,50,0.0,118.91
4281,CA-2014-166989,11/14/2014,11/18/2014,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",113.6,20,0.0,52.256
4282,CA-2014-166989,11/14/2014,11/18/2014,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",692.64,20,0.1,146.22400000000002
4283,CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,36.9,10,0.0,17.343
4284,CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,11039.7,30,0.0,4967.865
4285,CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,2461.328,20,0.32,-760.116
4286,CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,116.96,20,0.2,39.474000000000004
4287,CA-2015-105690,11/21/2015,11/26/2015,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,4399.92,10,0.2,1649.9700000000003
4288,CA-2017-127516,12/28/2017,1/3/2018,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Nashville,Tennessee,37211,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,647.84,10,0.2,-129.56799999999998
4289,US-2015-117184,5/17/2015,5/21/2015,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,332.8,50,0.8,-499.20000000000005
4290,US-2015-117184,5/17/2015,5/21/2015,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,140.88,30,0.2,49.30799999999999
4291,CA-2017-102407,12/9/2017,12/13/2017,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,111.6,20,0.0,27.9
4292,CA-2017-102407,12/9/2017,12/13/2017,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,8963.279999999999,90,0.2,224.082
4293,CA-2017-102407,12/9/2017,12/13/2017,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,1890.0,10,0.0,680.4000000000001
4294,CA-2017-130967,3/10/2017,3/16/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),539.8199999999999,30,0.4,-107.964
4295,CA-2017-101581,10/22/2017,10/27/2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Redmond,Oregon,97756,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,1772.25,50,0.5,-1205.13
